                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                  1.139,                 2.6839,                 1.3823,                0.40992,                 0.4197,                0.38865,                0.24233,                 1.3623,                 2.0888,                 1.3678,             0.00027241,             0.00027241,             0.00027241
                     26,                 1.1439,                 2.7035,                 1.3999,                 0.3939,                0.46137,                0.41683,                0.24723,                 1.4402,                 1.9869,                 1.4171,             0.00027184,             0.00027184,             0.00027184
                     27,                 1.1651,                 2.6236,                 1.3945,                0.43134,                0.45449,                0.43077,                0.23225,                 1.5448,                 1.9557,                 1.5188,             0.00027128,             0.00027128,             0.00027128
                     28,                 1.1645,                 2.6254,                  1.416,                0.40252,                0.45238,                0.39827,                0.29513,                0.94575,                 1.9107,                 1.1161,             0.00027071,             0.00027071,             0.00027071
                     29,                 1.1317,                 2.5343,                 1.3456,                0.44286,                0.45386,                 0.4527,                0.33416,                0.97742,                 1.8535,                 1.1296,             0.00027014,             0.00027014,             0.00027014
                     30,                 1.1298,                 2.5514,                 1.3812,                0.44721,                0.50201,                0.49174,                 0.3626,                 1.0033,                 1.8689,                 1.1355,             0.00026958,             0.00026958,             0.00026958
                     31,                  1.124,                  2.515,                 1.3752,                0.49682,                0.47177,                0.49291,                0.33571,                 1.1446,                 1.7746,                 1.2382,             0.00026901,             0.00026901,             0.00026901
                     32,                 1.1262,                 2.4289,                 1.3679,                0.49833,                 0.4799,                0.47971,                0.33643,                 1.1512,                 1.7902,                 1.2039,             0.00026845,             0.00026845,             0.00026845
                     33,                 1.1331,                 2.4517,                 1.3727,                0.50538,                0.47913,                0.49158,                0.36449,                0.99365,                 1.7116,                 1.1206,             0.00026788,             0.00026788,             0.00026788
                     34,                 1.1121,                 2.4731,                 1.3523,                0.56973,                 0.5156,                0.53602,                0.38174,                  1.022,                 1.6701,                 1.1415,             0.00026731,             0.00026731,             0.00026731
                     35,                 1.1167,                 2.4141,                 1.3705,                0.50367,                0.50209,                0.53467,                0.40544,                 0.9095,                 1.6235,                 1.0976,             0.00026675,             0.00026675,             0.00026675
                     36,                 1.1106,                 2.3474,                 1.3667,                0.57321,                0.48278,                0.53063,                0.40542,                 0.9303,                 1.6637,                 1.0969,             0.00026618,             0.00026618,             0.00026618
                     37,                 1.0989,                 2.3344,                 1.3353,                0.53189,                0.57271,                0.56579,                0.39286,                 1.0964,                 1.6392,                 1.1887,             0.00026561,             0.00026561,             0.00026561
                     38,                 1.1287,                  2.405,                 1.3638,                0.51623,                0.50572,                0.50976,                0.40695,                0.80949,                 1.6614,                 1.0516,             0.00026505,             0.00026505,             0.00026505
                     39,                 1.0939,                  2.271,                 1.3322,                0.55013,                0.55419,                0.56246,                0.42463,                0.91927,                 1.5454,                 1.0954,             0.00026448,             0.00026448,             0.00026448
                     40,                 1.0881,                 2.2975,                 1.3325,                0.61153,                0.55042,                0.60132,                0.46488,                 0.8776,                 1.4644,                 1.0724,             0.00026392,             0.00026392,             0.00026392
                     41,                 1.0683,                 2.2463,                 1.3364,                0.51068,                0.56131,                0.57239,                0.41999,                 1.0122,                 1.5084,                 1.1399,             0.00026335,             0.00026335,             0.00026335
                     42,                 1.0686,                 2.2452,                 1.3452,                0.64176,                0.59103,                0.63133,                0.42841,                 1.1673,                 1.4664,                 1.2126,             0.00026278,             0.00026278,             0.00026278
                     43,                 1.0891,                 2.2385,                 1.3321,                0.67658,                0.53171,                0.61896,                0.47793,                0.90201,                 1.4312,                  1.074,             0.00026222,             0.00026222,             0.00026222
                     44,                 1.1038,                 2.2098,                 1.3494,                0.55007,                0.58543,                0.58672,                0.44352,                0.96767,                 1.4523,                 1.1142,             0.00026165,             0.00026165,             0.00026165
                     45,                 1.0614,                 2.1422,                 1.3396,                0.58224,                0.62468,                  0.637,                0.49486,                0.86766,                 1.4323,                 1.0625,             0.00026108,             0.00026108,             0.00026108
                     46,                 1.0972,                 2.1893,                 1.3422,                0.62714,                0.56664,                0.62019,                 0.4812,                0.84173,                 1.4785,                 1.0537,             0.00026052,             0.00026052,             0.00026052
                     47,                  1.067,                 2.1267,                 1.3095,                0.58947,                0.61515,                0.63282,                 0.4744,                0.92393,                 1.3976,                  1.084,             0.00025995,             0.00025995,             0.00025995
                     48,                 1.0524,                 2.0911,                 1.3288,                0.64881,                0.62624,                0.67375,                0.50352,                0.96261,                 1.3777,                 1.1027,             0.00025938,             0.00025938,             0.00025938
                     49,                 1.0726,                 2.1261,                 1.3161,                 0.6134,                0.59366,                0.64159,                0.49388,                0.87886,                 1.4716,                 1.0621,             0.00025882,             0.00025882,             0.00025882
                     50,                 1.0406,                 2.1042,                 1.3083,                0.61576,                0.64784,                0.68039,                0.52822,                0.86212,                 1.3091,                 1.0527,             0.00025825,             0.00025825,             0.00025825
                     51,                 1.0438,                 2.0775,                 1.3091,                0.65346,                0.60993,                0.67267,                0.48932,                0.98819,                 1.3494,                 1.1081,             0.00025769,             0.00025769,             0.00025769
                     52,                 1.0711,                 2.0649,                 1.3464,                0.65829,                0.65577,                0.70006,                0.52707,                 0.9389,                 1.2751,                 1.0934,             0.00025712,             0.00025712,             0.00025712
                     53,                 1.0534,                 2.0572,                 1.3057,                0.65237,                0.63942,                0.68814,                0.53454,                0.86945,                 1.2865,                  1.055,             0.00025655,             0.00025655,             0.00025655
                     54,                 1.0596,                 2.0659,                 1.3057,                0.71562,                0.60572,                0.69421,                0.54024,                0.85009,                 1.2798,                 1.0547,             0.00025599,             0.00025599,             0.00025599
                     55,                 1.0418,                 2.0251,                 1.2939,                0.65108,                0.68155,                 0.7278,                0.52913,                  1.014,                 1.2187,                 1.1326,             0.00025542,             0.00025542,             0.00025542
                     56,                 1.0446,                 1.9656,                 1.3025,                0.66966,                0.66747,                0.71346,                0.53568,                0.94525,                 1.2178,                 1.0995,             0.00025485,             0.00025485,             0.00025485
                     57,                 1.0485,                 1.9986,                 1.2922,                0.70347,                0.68598,                0.73358,                0.53331,                 1.0007,                 1.1992,                 1.1313,             0.00025429,             0.00025429,             0.00025429
                     58,                 1.0826,                 2.0328,                 1.3306,                0.65414,                 0.6716,                0.71397,                0.55035,                0.87061,                  1.208,                 1.0636,             0.00025372,             0.00025372,             0.00025372
                     59,                 1.0666,                  1.969,                 1.2829,                0.67961,                0.68562,                0.72435,                0.55014,                0.90902,                 1.1704,                 1.0743,             0.00025316,             0.00025316,             0.00025316
                     60,                 1.0488,                 1.9224,                 1.3057,                 0.6819,                0.70785,                0.74467,                0.57711,                0.87779,                 1.1609,                 1.0596,             0.00025259,             0.00025259,             0.00025259
                     61,                 1.0451,                 1.9349,                 1.3034,                 0.6881,                0.69733,                 0.7493,                0.56357,                0.97008,                 1.1293,                 1.1142,             0.00025202,             0.00025202,             0.00025202
                     62,                 1.0343,                 1.9493,                 1.2665,                0.74246,                0.70747,                0.77337,                0.59835,                0.88747,                 1.1245,                 1.0682,             0.00025146,             0.00025146,             0.00025146
                     63,                 1.0385,                 1.8999,                 1.2836,                0.67865,                0.65699,                 0.7164,                0.55712,                0.87048,                  1.187,                 1.0633,             0.00025089,             0.00025089,             0.00025089
                     64,                  1.035,                 1.8794,                 1.2808,                 0.7229,                0.70924,                0.76605,                0.54836,                 1.0997,                 1.1261,                  1.155,             0.00025032,             0.00025032,             0.00025032
                     65,                 1.0328,                 1.8988,                 1.2912,                0.70465,                0.73091,                0.76362,                0.58267,                0.90875,                 1.1137,                 1.0744,             0.00024976,             0.00024976,             0.00024976
                     66,                 1.0223,                 1.9175,                 1.2929,                0.77422,                 0.7054,                0.78422,                0.59309,                0.91961,                 1.0871,                 1.0698,             0.00024919,             0.00024919,             0.00024919
                     67,                 1.0335,                 1.8452,                 1.2909,                0.72199,                0.72843,                 0.7774,                0.57496,                0.99155,                 1.0851,                  1.107,             0.00024863,             0.00024863,             0.00024863
                     68,                 1.0106,                  1.789,                 1.2716,                0.71933,                 0.7231,                 0.7668,                0.60222,                0.83508,                 1.0596,                 1.0387,             0.00024806,             0.00024806,             0.00024806
                     69,                 1.0131,                 1.7891,                 1.2671,                0.73734,                0.72413,                0.76964,                0.60902,                 0.8138,                 1.0758,                  1.032,             0.00024749,             0.00024749,             0.00024749
                     70,                  1.018,                 1.8079,                 1.2882,                0.71079,                0.72036,                0.76965,                0.61974,                0.78171,                 1.0794,                 1.0183,             0.00024693,             0.00024693,             0.00024693
                     71,                 1.0251,                 1.8031,                 1.2723,                0.72806,                0.71917,                0.77761,                0.62139,                 0.7861,                 1.0667,                 1.0199,             0.00024636,             0.00024636,             0.00024636
                     72,                 1.0305,                  1.788,                 1.2941,                0.76572,                0.69733,                0.77721,                0.60674,                0.86436,                 1.0438,                 1.0506,             0.00024579,             0.00024579,             0.00024579
                     73,                 1.0286,                 1.8657,                 1.2859,                0.76291,                0.73131,                0.79834,                0.63444,                0.81939,                 1.0223,                 1.0343,             0.00024523,             0.00024523,             0.00024523
                     74,                 1.0356,                  1.808,                  1.281,                0.76754,                0.71681,                0.79738,                0.61703,                0.87358,                 1.0421,                 1.0598,             0.00024466,             0.00024466,             0.00024466
                     75,                 1.0522,                  1.828,                 1.2846,                0.78241,                0.73493,                0.81189,                0.60943,                0.96704,                 1.0267,                 1.0973,              0.0002441,              0.0002441,              0.0002441
                     76,                 1.0403,                 1.7421,                 1.2946,                0.78338,                0.70771,                0.80538,                0.63207,                0.84697,                 1.0029,                 1.0366,             0.00024353,             0.00024353,             0.00024353
                     77,                 1.0265,                 1.8254,                 1.2795,                0.75388,                0.69361,                 0.7799,                0.60254,                 0.8956,                 1.0415,                 1.0529,             0.00024296,             0.00024296,             0.00024296
                     78,                 1.0548,                 1.7433,                 1.2838,                0.80054,                 0.7319,                0.81939,                0.63541,                0.90174,                0.97282,                 1.0493,              0.0002424,              0.0002424,              0.0002424
                     79,                 1.0074,                 1.7158,                 1.2718,                0.78496,                0.75384,                0.81956,                0.64798,                0.83345,                0.98575,                 1.0368,             0.00024183,             0.00024183,             0.00024183
                     80,                 1.0228,                 1.7322,                 1.2613,                0.77917,                0.77097,                0.82715,                0.62572,                0.91933,                0.99171,                  1.073,             0.00024126,             0.00024126,             0.00024126
                     81,                 1.0161,                 1.7644,                 1.2728,                0.77734,                0.76137,                0.82406,                0.63046,                0.90525,                0.95887,                 1.0572,              0.0002407,              0.0002407,              0.0002407
                     82,                 1.0133,                 1.7022,                 1.2541,                 0.7915,                0.74234,                0.82775,                0.62722,                0.91578,                0.95387,                  1.067,             0.00024013,             0.00024013,             0.00024013
                     83,                 0.9947,                 1.6762,                 1.2579,                0.80002,                0.74069,                0.82099,                0.64198,                0.83282,                0.96712,                 1.0258,             0.00023957,             0.00023957,             0.00023957
                     84,                0.98656,                 1.6843,                 1.2489,                0.78873,                0.77019,                0.82878,                0.66136,                0.76814,                0.92949,                 1.0085,               0.000239,               0.000239,               0.000239
                     85,                 1.0264,                 1.7248,                 1.2885,                0.83239,                0.74282,                0.82839,                0.64443,                 0.8364,                0.97712,                  1.028,             0.00023843,             0.00023843,             0.00023843
                     86,                0.99258,                 1.6908,                 1.2515,                0.78756,                0.77876,                0.83943,                0.66773,                0.81152,                 0.9261,                  1.017,             0.00023787,             0.00023787,             0.00023787
                     87,                 1.0011,                 1.7024,                 1.2609,                0.81491,                0.77305,                0.85099,                0.68827,                0.77058,                0.90286,                 1.0059,              0.0002373,              0.0002373,              0.0002373
                     88,                 1.0041,                 1.6803,                 1.2573,                0.81168,                0.74768,                0.84078,                0.66815,                0.81463,                0.93244,                 1.0163,             0.00023673,             0.00023673,             0.00023673
                     89,                0.98641,                 1.6527,                 1.2455,                0.79849,                0.76794,                0.84288,                0.67213,                0.80825,                0.90899,                   1.02,             0.00023617,             0.00023617,             0.00023617
                     90,                0.98869,                 1.6827,                 1.2558,                 0.8454,                0.76873,                0.86518,                0.67217,                  0.877,                0.87468,                 1.0425,              0.0002356,              0.0002356,              0.0002356
                     91,                 1.0193,                 1.6922,                 1.2555,                0.83695,                0.78765,                 0.8699,                0.70492,                0.76073,                0.85152,                0.99577,             0.00023503,             0.00023503,             0.00023503
                     92,                0.95759,                 1.5783,                 1.2162,                 0.8242,                0.74945,                0.84855,                0.67462,                0.81574,                 0.9104,                 1.0177,             0.00023447,             0.00023447,             0.00023447
                     93,                0.99843,                  1.654,                 1.2718,                0.81578,                0.79481,                0.85882,                0.68501,                0.79878,                0.87763,                 1.0147,              0.0002339,              0.0002339,              0.0002339
                     94,                0.95072,                 1.5702,                 1.2264,                0.84209,                0.77099,                0.86312,                0.68541,                0.81156,                0.86861,                 1.0183,             0.00023334,             0.00023334,             0.00023334
                     95,                0.97849,                 1.5891,                 1.2503,                0.85263,                0.78797,                0.85925,                0.67166,                0.85526,                0.87155,                 1.0398,             0.00023277,             0.00023277,             0.00023277
                     96,                 1.0018,                 1.6522,                 1.2778,                0.82776,                0.78156,                0.86183,                0.68479,                0.81255,                0.86182,                 1.0175,              0.0002322,              0.0002322,              0.0002322
                     97,                0.96465,                 1.5737,                 1.2347,                0.82955,                0.78371,                0.85882,                0.69218,                0.76027,                0.86148,                0.99871,             0.00023164,             0.00023164,             0.00023164
                     98,                0.99787,                 1.6242,                  1.233,                0.85308,                0.77911,                0.86854,                0.69795,                0.78826,                0.83688,                 1.0034,             0.00023107,             0.00023107,             0.00023107
                     99,                0.98756,                 1.6013,                 1.2691,                0.83286,                0.78545,                0.86891,                0.70349,                 0.7721,                0.83895,                 1.0019,              0.0002305,              0.0002305,              0.0002305
                    100,                0.96743,                  1.552,                 1.2225,                0.83084,                0.80513,                0.86603,                  0.682,                0.82588,                0.85609,                 1.0218,             0.00022994,             0.00022994,             0.00022994
                    101,                0.98797,                   1.59,                 1.2511,                0.83544,                0.80044,                0.87677,                0.68311,                0.86251,                0.84343,                 1.0392,             0.00022937,             0.00022937,             0.00022937
                    102,                0.96025,                  1.578,                 1.2252,                0.84383,                0.77232,                0.87159,                0.68817,                0.83458,                0.83222,                 1.0241,             0.00022881,             0.00022881,             0.00022881
                    103,                 0.9808,                 1.5505,                 1.2301,                0.86759,                0.78849,                0.88755,                0.68598,                 0.8824,                0.83644,                 1.0352,             0.00022824,             0.00022824,             0.00022824
                    104,                0.99004,                 1.5821,                 1.2554,                0.84157,                0.80184,                0.87689,                0.67867,                0.85416,                0.86519,                 1.0258,             0.00022767,             0.00022767,             0.00022767
                    105,                0.97731,                 1.5171,                 1.2202,                0.84494,                0.79936,                0.88443,                 0.7188,                0.75905,                0.80825,                0.98568,             0.00022711,             0.00022711,             0.00022711
                    106,                0.98716,                 1.5802,                 1.2364,                0.84862,                0.80049,                0.88091,                0.71472,                  0.766,                0.82172,                0.99549,             0.00022654,             0.00022654,             0.00022654
                    107,                0.95188,                 1.5128,                 1.2235,                0.86429,                0.80856,                0.89465,                0.71413,                 0.7972,                0.79307,                 1.0063,             0.00022597,             0.00022597,             0.00022597
                    108,                0.95483,                 1.4999,                 1.2182,                0.85982,                0.81749,                0.89393,                0.72441,                0.75403,                0.78399,                0.99281,             0.00022541,             0.00022541,             0.00022541
                    109,                0.97343,                 1.5454,                 1.2321,                 0.8217,                0.83033,                0.88693,                0.72186,                0.74453,                0.79079,                0.99193,             0.00022484,             0.00022484,             0.00022484
                    110,                0.96925,                 1.5167,                 1.2163,                0.88346,                0.77567,                0.88602,                0.71762,                0.74846,                 0.8026,                0.98905,             0.00022428,             0.00022428,             0.00022428
                    111,                0.96989,                 1.4907,                 1.2243,                0.88547,                0.80094,                0.89779,                0.72606,                0.74949,                0.76648,                0.99077,             0.00022371,             0.00022371,             0.00022371
                    112,                0.96691,                    1.5,                 1.2449,                0.87918,                 0.8362,                0.90055,                 0.7224,                0.76265,                0.75766,                0.99587,             0.00022314,             0.00022314,             0.00022314
                    113,                 0.9453,                 1.4689,                 1.2119,                 0.8732,                0.83528,                0.90327,                0.71788,                0.80295,                0.75703,                 1.0114,             0.00022258,             0.00022258,             0.00022258
                    114,                0.96945,                 1.4782,                 1.2233,                0.87667,                0.82429,                0.89937,                0.68431,                0.93866,                0.78215,                 1.0669,             0.00022201,             0.00022201,             0.00022201
                    115,                0.96243,                  1.543,                  1.245,                0.82984,                0.79818,                 0.8875,                0.71465,                0.77353,                0.81727,                0.99569,             0.00022144,             0.00022144,             0.00022144
                    116,                0.96334,                 1.4947,                 1.2272,                0.85419,                0.80376,                0.89488,                0.71797,                0.74768,                0.79722,                 0.9977,             0.00022088,             0.00022088,             0.00022088
                    117,                0.96962,                 1.5015,                  1.213,                0.87625,                 0.7918,                0.89783,                0.72351,                0.75991,                0.80244,                0.99722,             0.00022031,             0.00022031,             0.00022031
                    118,                0.95708,                  1.431,                 1.2212,                0.88814,                 0.8194,                 0.9039,                 0.7342,                0.74452,                0.74866,                0.98603,             0.00021975,             0.00021975,             0.00021975
                    119,                0.94253,                 1.4421,                 1.2105,                0.85462,                0.83808,                0.90006,                0.71817,                0.78758,                0.75955,                0.99893,             0.00021918,             0.00021918,             0.00021918
                    120,                0.94533,                 1.4285,                 1.2145,                 0.9041,                0.81578,                0.90592,                0.71403,                 0.8325,                0.76202,                 1.0094,             0.00021861,             0.00021861,             0.00021861
                    121,                0.94676,                 1.4401,                 1.2264,                0.85524,                0.81852,                0.89703,                0.72101,                0.79182,                0.79047,                  1.001,             0.00021805,             0.00021805,             0.00021805
                    122,                0.96891,                 1.4596,                 1.2215,                0.86734,                 0.8323,                0.90221,                0.72761,                0.78994,                0.74857,                0.99113,             0.00021748,             0.00021748,             0.00021748
                    123,                 0.9466,                 1.4348,                 1.2062,                0.87071,                0.81736,                0.89876,                0.72655,                0.75579,                0.74559,                0.98636,             0.00021691,             0.00021691,             0.00021691
                    124,                0.95986,                 1.4476,                 1.2188,                0.89266,                0.83511,                0.90905,                0.72368,                0.81626,                0.72382,                0.99745,             0.00021635,             0.00021635,             0.00021635
                    125,                0.96023,                 1.4519,                 1.2205,                0.87876,                0.83473,                0.90927,                0.72447,                0.81027,                0.72549,                0.99563,             0.00021578,             0.00021578,             0.00021578
                    126,                0.93702,                 1.4074,                   1.22,                0.89359,                0.80969,                0.90212,                0.73857,                0.74108,                0.73857,                0.97226,             0.00021521,             0.00021521,             0.00021521
                    127,                0.96603,                 1.4741,                 1.2145,                0.90023,                 0.8151,                0.90879,                0.72857,                0.77933,                0.72333,                0.98686,             0.00021465,             0.00021465,             0.00021465
                    128,                0.98546,                 1.4837,                 1.2581,                0.86727,                0.84544,                0.91258,                0.70743,                0.87028,                0.73234,                 1.0334,             0.00021408,             0.00021408,             0.00021408
                    129,                0.92948,                 1.3802,                 1.2009,                0.89086,                0.81921,                0.90601,                0.73788,                0.74831,                 0.7451,                0.98345,             0.00021352,             0.00021352,             0.00021352
                    130,                0.95715,                 1.4375,                 1.2229,                0.89608,                0.84215,                0.91456,                0.71196,                0.88127,                0.72712,                 1.0322,             0.00021295,             0.00021295,             0.00021295
                    131,                0.92731,                 1.3756,                 1.1942,                0.90889,                0.83205,                0.91477,                0.74594,                0.75937,                 0.6981,                0.99032,             0.00021238,             0.00021238,             0.00021238
                    132,                0.94049,                 1.4388,                 1.2178,                0.90031,                0.82124,                0.91261,                0.74997,                0.72135,                0.69702,                0.97082,             0.00021182,             0.00021182,             0.00021182
                    133,                0.92339,                 1.3936,                 1.1972,                0.91072,                0.84311,                0.92029,                0.75727,                0.72453,                0.68921,                0.97407,             0.00021125,             0.00021125,             0.00021125
                    134,                0.95394,                 1.4172,                 1.2004,                0.88809,                0.84338,                0.91583,                0.73935,                0.78699,                0.70875,                0.99569,             0.00021068,             0.00021068,             0.00021068
                    135,                0.90999,                 1.3563,                 1.1888,                0.88297,                0.83436,                0.91098,                0.73861,                0.74963,                0.71341,                0.99472,             0.00021012,             0.00021012,             0.00021012
                    136,                 0.9498,                 1.4151,                 1.2153,                0.91914,                0.83549,                0.91965,                0.73883,                0.78109,                0.69773,                0.98829,             0.00020955,             0.00020955,             0.00020955
                    137,                0.93165,                 1.3405,                 1.2084,                0.90157,                0.85033,                0.91818,                0.74965,                0.74817,                0.68696,                0.98075,             0.00020899,             0.00020899,             0.00020899
                    138,                0.94793,                 1.3795,                 1.2163,                0.88287,                0.81942,                0.90968,                0.75059,                0.70982,                0.71498,                0.97653,             0.00020842,             0.00020842,             0.00020842
                    139,                0.92282,                   1.35,                 1.1953,                0.91465,                0.83486,                0.91924,                0.74537,                0.74783,                 0.6848,                0.98482,             0.00020785,             0.00020785,             0.00020785
                    140,                0.93839,                 1.3603,                  1.205,                 0.9048,                0.84183,                0.91811,                0.75766,                0.70836,                0.68435,                0.97001,             0.00020729,             0.00020729,             0.00020729
                    141,                0.92764,                 1.3644,                 1.1974,                0.90324,                0.84087,                0.91791,                0.74487,                0.77242,                0.68639,                0.98788,             0.00020672,             0.00020672,             0.00020672
                    142,                0.92793,                 1.3422,                 1.2031,                0.89141,                0.85937,                0.92303,                0.76074,                0.71768,                0.67633,                 0.9659,             0.00020615,             0.00020615,             0.00020615
                    143,                0.93786,                  1.349,                 1.1825,                0.90645,                0.87093,                0.92596,                0.75667,                0.73373,                0.65619,                0.97082,             0.00020559,             0.00020559,             0.00020559
                    144,                0.91933,                 1.3553,                 1.1853,                0.89528,                0.87018,                0.93145,                0.74844,                0.78974,                0.66051,                0.99255,             0.00020502,             0.00020502,             0.00020502
                    145,                 0.9185,                 1.3307,                 1.2059,                0.91222,                0.82519,                0.92766,                0.74778,                 0.7574,                0.69644,                   0.98,             0.00020446,             0.00020446,             0.00020446
                    146,                0.92724,                 1.3623,                 1.1932,                0.89826,                0.84731,                0.92662,                0.76454,                0.70247,                0.66171,                 0.9605,             0.00020389,             0.00020389,             0.00020389
                    147,                0.91838,                 1.3629,                 1.1828,                0.91575,                0.84444,                0.92676,                 0.7549,                0.74599,                0.65935,                0.97744,             0.00020332,             0.00020332,             0.00020332
                    148,                0.93553,                 1.3727,                 1.2081,                0.90417,                0.86602,                0.93053,                0.75983,                0.73915,                0.66158,                0.97183,             0.00020276,             0.00020276,             0.00020276
                    149,                0.91478,                 1.3037,                 1.1869,                0.91598,                0.86697,                0.93358,                0.74842,                0.79209,                0.64383,                0.98947,             0.00020219,             0.00020219,             0.00020219
                    150,                0.91486,                 1.3213,                 1.1715,                0.92064,                0.85896,                0.93663,                0.75653,                0.79276,                0.64696,                0.98586,             0.00020162,             0.00020162,             0.00020162
                    151,                 0.9294,                 1.3335,                 1.2066,                0.92086,                0.83523,                0.93245,                0.75917,                0.75644,                0.65752,                0.97339,             0.00020106,             0.00020106,             0.00020106
                    152,                0.91723,                 1.3126,                 1.1921,                0.91625,                0.86881,                0.93504,                0.75907,                 0.7532,                0.64699,                0.97276,             0.00020049,             0.00020049,             0.00020049
                    153,                0.93251,                 1.3201,                  1.204,                0.89022,                0.85797,                 0.9328,                0.75928,                0.75114,                0.66125,                0.97004,             0.00019993,             0.00019993,             0.00019993
                    154,                0.93549,                 1.3322,                  1.199,                0.88636,                0.86648,                0.93233,                0.76815,                0.73044,                0.65243,                0.96866,             0.00019936,             0.00019936,             0.00019936
