                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.86788,                 1.9488,                 1.0713,                0.70923,                0.67216,                 0.7171,                0.62188,                0.69315,                 1.2241,                0.95122,             0.00010657,             0.00010657,             0.00010657
                     21,                0.73536,                 1.8925,                0.97789,                0.74326,                0.64001,                0.71743,                0.61725,                0.71029,                 1.2662,                0.95293,             9.7124e-05,             9.7124e-05,             9.7124e-05
                     22,                0.71349,                 1.7966,                0.97544,                0.77373,                0.68599,                0.74024,                0.64146,                0.67951,                 1.1452,                0.94127,              8.768e-05,              8.768e-05,              8.768e-05
                     23,                0.69371,                 1.7262,                0.95831,                0.81947,                0.66427,                0.75728,                0.65983,                 0.6697,                 1.0865,                0.93576,             7.8236e-05,             7.8236e-05,             7.8236e-05
                     24,                0.68613,                 1.6573,                0.97337,                0.80678,                0.71009,                0.78394,                0.68554,                0.66346,                 1.0388,                0.93129,             6.8792e-05,             6.8792e-05,             6.8792e-05
                     25,                0.69113,                 1.6286,                0.95293,                0.83726,                0.70595,                0.79785,                0.69868,                0.66011,                0.99906,                0.93535,             5.9348e-05,             5.9348e-05,             5.9348e-05
                     26,                0.68659,                   1.59,                0.97384,                0.82602,                0.73381,                0.81397,                0.71072,                0.65199,                0.96745,                0.92953,             4.9905e-05,             4.9905e-05,             4.9905e-05
                     27,                0.67692,                 1.5578,                0.94854,                0.84559,                0.73971,                0.82538,                0.72363,                0.64735,                0.94497,                0.92492,             4.0461e-05,             4.0461e-05,             4.0461e-05
                     28,                0.67705,                 1.5434,                0.94947,                0.86145,                0.73425,                0.83073,                0.72997,                0.64538,                0.93326,                0.92391,             3.1017e-05,             3.1017e-05,             3.1017e-05
                     29,                0.66269,                 1.5126,                0.94798,                0.86805,                0.73353,                 0.8352,                0.73441,                  0.641,                0.92171,                0.92267,             2.1573e-05,             2.1573e-05,             2.1573e-05
                     30,                0.66593,                 1.5183,                0.93889,                 0.8615,                0.74162,                0.83591,                0.73601,                0.63831,                0.91019,                0.92199,             1.2129e-05,             1.2129e-05,             1.2129e-05
