                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.91443,                 5.8841,                 1.1876,                      0,                      0,                      0,                      0,                0.65331,                 5.5439,                0.95021,              9.261e-05,              9.261e-05,              9.261e-05
                      2,                0.83868,                 5.2322,                 1.1101,                0.10079,                0.21868,                0.05521,                0.04695,                0.69306,                 4.5701,                0.97412,             0.00018732,             0.00018732,             0.00018732
                      3,                 0.8849,                 4.8235,                 1.1352,                0.34556,                0.13127,                0.10214,                0.08608,                0.72025,                 4.0849,                 1.0029,             0.00028141,             0.00028141,             0.00028141
                      4,                0.86943,                 4.4454,                 1.1439,                0.25361,                0.24203,                0.15109,                0.12567,                 0.7114,                 3.5428,                 1.0154,             0.00028317,             0.00028317,             0.00028317
                      5,                0.85304,                 4.1804,                 1.1683,                0.29811,                0.27626,                0.19853,                0.16599,                0.69283,                  3.237,                  1.021,             0.00028223,             0.00028223,             0.00028223
                      6,                0.85596,                 3.9663,                 1.1472,                0.33141,                0.27424,                0.25127,                0.20832,                0.69786,                 3.2006,                 1.0159,             0.00028129,             0.00028129,             0.00028129
                      7,                0.83562,                 3.7937,                 1.1349,                0.33551,                0.34547,                0.30511,                0.25222,                0.69205,                 2.9916,                 1.0169,             0.00028035,             0.00028035,             0.00028035
                      8,                0.84363,                 3.6877,                 1.1241,                0.43214,                0.40757,                0.39024,                 0.3265,                0.68003,                 2.6869,                 1.0081,             0.00027941,             0.00027941,             0.00027941
                      9,                0.83505,                 3.4919,                 1.1266,                0.46343,                0.43032,                0.42162,                0.35092,                0.68652,                 2.6589,                 1.0073,             0.00027846,             0.00027846,             0.00027846
                     10,                0.81734,                 3.3571,                 1.1161,                0.50841,                0.40901,                0.44391,                0.36838,                 0.6684,                 2.4112,                 1.0246,             0.00027752,             0.00027752,             0.00027752
                     11,                 0.8046,                 3.2012,                 1.1016,                0.53225,                0.49585,                0.53064,                0.44355,                0.65881,                 2.2584,                 1.0086,             0.00027658,             0.00027658,             0.00027658
                     12,                0.81152,                 3.1239,                 1.1104,                0.62216,                 0.4929,                0.55329,                0.46667,                0.65805,                 2.3282,                0.99818,             0.00027564,             0.00027564,             0.00027564
                     13,                0.78877,                 2.9309,                 1.1002,                0.58598,                0.56883,                0.58859,                 0.4953,                0.66302,                 2.0874,                0.98756,              0.0002747,              0.0002747,              0.0002747
                     14,                0.78654,                 2.8354,                 1.0897,                0.62244,                0.59221,                0.62656,                 0.5278,                0.64579,                 1.9921,                 0.9875,             0.00027375,             0.00027375,             0.00027375
                     15,                0.80729,                 2.8873,                 1.1023,                0.65014,                 0.6276,                0.65089,                0.55039,                0.64978,                 1.8933,                0.98375,             0.00027281,             0.00027281,             0.00027281
                     16,                0.76827,                 2.6565,                 1.0828,                0.70098,                0.64888,                0.70126,                0.59367,                0.64028,                 1.8361,                0.97364,             0.00027187,             0.00027187,             0.00027187
                     17,                 0.7941,                 2.6349,                 1.1042,                0.73234,                0.66304,                0.72266,                0.61164,                0.63974,                 1.6978,                0.98552,             0.00027093,             0.00027093,             0.00027093
                     18,                0.77505,                 2.5308,                 1.0847,                0.73496,                0.68028,                0.74415,                0.62982,                0.64188,                 1.6678,                0.98111,             0.00026999,             0.00026999,             0.00026999
                     19,                0.75917,                 2.4203,                  1.074,                0.72679,                0.68223,                0.74896,                0.63606,                0.61986,                 1.5588,                 0.9788,             0.00026904,             0.00026904,             0.00026904
                     20,                0.77355,                 2.3713,                 1.0847,                0.78094,                0.67808,                0.77797,                0.66036,                0.62654,                 1.5534,                0.97306,              0.0002681,              0.0002681,              0.0002681
                     21,                 0.7454,                 2.3665,                 1.0566,                0.78826,                0.72131,                0.78407,                0.66583,                0.61659,                 1.4281,                0.96649,             0.00026716,             0.00026716,             0.00026716
                     22,                0.74873,                 2.3118,                 1.0649,                0.83754,                0.70661,                0.80428,                0.67974,                0.62927,                 1.3554,                0.98389,             0.00026622,             0.00026622,             0.00026622
                     23,                0.74014,                 2.2662,                 1.0561,                0.80892,                 0.7552,                0.82188,                 0.7012,                0.61063,                 1.3036,                0.95982,             0.00026528,             0.00026528,             0.00026528
                     24,                0.75012,                 2.1851,                 1.0542,                0.85872,                0.74657,                0.83362,                0.71103,                0.60963,                 1.2938,                0.95788,             0.00026433,             0.00026433,             0.00026433
                     25,                0.72559,                 2.1397,                 1.0445,                0.85463,                0.75864,                0.84941,                0.72414,                0.59779,                  1.218,                0.95877,             0.00026339,             0.00026339,             0.00026339
                     26,                0.76221,                 2.2032,                  1.074,                0.82387,                0.74574,                0.82804,                0.70154,                 0.6188,                 1.2874,                0.96882,             0.00026245,             0.00026245,             0.00026245
                     27,                0.73346,                 2.0344,                 1.0605,                0.85787,                0.75538,                 0.8448,                0.72372,                0.60442,                 1.2205,                0.95442,             0.00026151,             0.00026151,             0.00026151
                     28,                0.72769,                  2.057,                 1.0567,                0.88313,                 0.7543,                0.86694,                0.74717,                 0.5901,                 1.1611,                 0.9489,             0.00026057,             0.00026057,             0.00026057
                     29,                0.73478,                 2.0201,                 1.0608,                0.86646,                0.80575,                 0.8761,                0.75314,                0.58814,                 1.1081,                0.94301,             0.00025962,             0.00025962,             0.00025962
                     30,                0.72009,                 1.9574,                 1.0294,                0.91899,                0.80038,                0.89816,                0.77455,                0.58535,                 1.0496,                0.94179,             0.00025868,             0.00025868,             0.00025868
                     31,                0.71954,                 1.9347,                 1.0562,                0.85691,                0.82429,                0.88361,                0.76043,                0.59835,                 1.0578,                0.95086,             0.00025774,             0.00025774,             0.00025774
                     32,                 0.7076,                 1.8837,                 1.0259,                0.88875,                0.81542,                0.89555,                0.77182,                0.58452,                 1.0294,                 0.9377,              0.0002568,              0.0002568,              0.0002568
                     33,                0.71115,                 1.8325,                 1.0438,                0.87477,                0.83851,                0.89907,                0.77198,                0.58731,                 1.0466,                0.93297,             0.00025586,             0.00025586,             0.00025586
                     34,                0.70179,                 1.8174,                 1.0357,                0.90516,                0.81945,                0.90542,                0.78012,                0.57767,                 1.0093,                0.92718,             0.00025492,             0.00025492,             0.00025492
                     35,                0.67453,                 1.7427,                 1.0212,                0.88591,                0.84934,                0.91667,                0.79307,                0.56923,                0.98355,                0.93383,             0.00025397,             0.00025397,             0.00025397
                     36,                0.69757,                  1.812,                 1.0437,                0.89578,                0.82205,                0.90922,                0.78833,                0.57747,                0.99086,                0.92935,             0.00025303,             0.00025303,             0.00025303
                     37,                0.70201,                 1.6942,                 1.0193,                0.87528,                0.85824,                0.92172,                0.79757,                 0.5772,                0.95963,                0.94007,             0.00025209,             0.00025209,             0.00025209
                     38,                 0.6797,                 1.6624,                 1.0188,                0.91187,                0.86814,                0.93153,                0.80812,                0.56918,                0.89724,                0.92973,             0.00025115,             0.00025115,             0.00025115
                     39,                0.69557,                 1.7153,                 1.0267,                0.89875,                0.85435,                0.93062,                0.80868,                0.55915,                0.92426,                0.92532,             0.00025021,             0.00025021,             0.00025021
                     40,                0.70263,                 1.6732,                 1.0349,                0.91948,                0.87224,                0.93432,                0.81256,                0.55708,                0.85943,                0.92197,             0.00024926,             0.00024926,             0.00024926
                     41,                0.67731,                 1.6073,                 1.0266,                0.90582,                0.86984,                0.93326,                0.81279,                0.55321,                0.88136,                0.91818,             0.00024832,             0.00024832,             0.00024832
                     42,                 0.6695,                  1.613,                 1.0101,                0.94424,                0.87815,                0.94753,                0.82413,                0.55325,                0.81924,                 0.9184,             0.00024738,             0.00024738,             0.00024738
                     43,                0.69348,                 1.6249,                 1.0283,                  0.935,                0.88744,                0.95052,                0.82609,                0.55653,                0.83604,                0.91612,             0.00024644,             0.00024644,             0.00024644
                     44,                0.68736,                 1.5872,                 1.0249,                0.92784,                0.88935,                 0.9577,                0.83415,                0.54841,                0.80489,                0.91865,              0.0002455,              0.0002455,              0.0002455
                     45,                0.69547,                 1.6338,                 1.0216,                 0.9319,                0.88835,                 0.9512,                0.82369,                0.56013,                0.81667,                0.91625,             0.00024455,             0.00024455,             0.00024455
                     46,                0.67853,                 1.5824,                 1.0282,                0.92166,                0.90217,                0.95794,                0.83925,                0.54079,                0.80452,                 0.9123,             0.00024361,             0.00024361,             0.00024361
                     47,                0.67319,                  1.545,                 1.0078,                0.94761,                 0.8966,                0.95925,                0.83842,                0.54026,                0.76339,                0.90613,             0.00024267,             0.00024267,             0.00024267
                     48,                0.68169,                 1.5762,                 1.0255,                0.93076,                0.91554,                0.96372,                0.84308,                0.53809,                0.76592,                0.90625,             0.00024173,             0.00024173,             0.00024173
                     49,                0.66286,                 1.5266,                 1.0145,                0.93307,                0.90964,                0.96102,                0.84761,                0.53809,                0.75206,                0.90761,             0.00024079,             0.00024079,             0.00024079
                     50,                0.66452,                 1.5049,                 1.0076,                0.94478,                0.91964,                0.96216,                0.84643,                 0.5309,                0.76616,                0.90721,             0.00023984,             0.00023984,             0.00023984
                     51,                0.66474,                 1.5267,                 1.0214,                0.94819,                0.91495,                0.96482,                0.84414,                0.54517,                 0.7316,                0.91294,              0.0002389,              0.0002389,              0.0002389
                     52,                0.66676,                 1.5106,                  1.016,                0.93615,                0.92719,                0.96916,                0.84566,                0.54434,                0.73886,                0.91873,             0.00023796,             0.00023796,             0.00023796
                     53,                0.66647,                 1.4883,                 1.0059,                0.94762,                0.91559,                0.96573,                0.84014,                0.55826,                0.73476,                0.90985,             0.00023702,             0.00023702,             0.00023702
                     54,                 0.6512,                 1.4486,                 1.0065,                0.95362,                0.93083,                0.97195,                0.85009,                0.53317,                0.72241,                0.90879,             0.00023608,             0.00023608,             0.00023608
                     55,                0.66791,                 1.4966,                  1.011,                0.93143,                0.92607,                 0.9634,                0.84771,                0.52538,                0.70634,                0.90388,             0.00023513,             0.00023513,             0.00023513
                     56,                0.66852,                 1.3971,                 0.9995,                0.93862,                0.92916,                0.96991,                0.84634,                0.53726,                0.71192,                0.90209,             0.00023419,             0.00023419,             0.00023419
                     57,                0.64957,                 1.3976,                0.99737,                0.93527,                0.93917,                0.97121,                0.85464,                0.52299,                0.69576,                0.90115,             0.00023325,             0.00023325,             0.00023325
                     58,                0.64754,                 1.3962,                0.99682,                  0.956,                0.92827,                0.97215,                0.85319,                0.52825,                0.69844,                0.90519,             0.00023231,             0.00023231,             0.00023231
                     59,                0.64221,                  1.395,                 1.0043,                 0.9603,                 0.9084,                0.96677,                0.85438,                0.52401,                0.70169,                0.90341,             0.00023137,             0.00023137,             0.00023137
                     60,                0.65762,                  1.403,                 1.0022,                0.94865,                0.93841,                0.97345,                0.85782,                0.52007,                0.67705,                0.90023,             0.00023042,             0.00023042,             0.00023042
                     61,                0.65614,                 1.3437,                 1.0005,                0.96256,                0.91466,                0.96976,                0.85576,                0.51677,                 0.6796,                0.89097,             0.00022948,             0.00022948,             0.00022948
                     62,                0.65885,                 1.3577,                0.99654,                0.95964,                0.92648,                0.97502,                0.86098,                0.50871,                0.66735,                0.88971,             0.00022854,             0.00022854,             0.00022854
                     63,                0.64974,                 1.3502,                0.99753,                 0.9555,                0.94287,                0.97284,                0.85791,                0.51464,                0.65908,                0.89646,              0.0002276,              0.0002276,              0.0002276
                     64,                0.63547,                 1.3094,                0.98952,                0.95634,                0.94396,                 0.9779,                0.86587,                0.50719,                0.64577,                0.88638,             0.00022666,             0.00022666,             0.00022666
                     65,                0.63077,                 1.3044,                0.99138,                 0.9633,                0.94759,                 0.9799,                0.86861,                0.51905,                0.63969,                0.89097,             0.00022571,             0.00022571,             0.00022571
                     66,                 0.6408,                 1.3452,                0.99013,                0.94253,                0.96218,                0.97714,                 0.8676,                0.50463,                0.64131,                0.88922,             0.00022477,             0.00022477,             0.00022477
                     67,                0.63728,                 1.2892,                0.98852,                0.95366,                 0.9488,                 0.9761,                0.86413,                 0.5029,                0.64135,                0.88534,             0.00022383,             0.00022383,             0.00022383
                     68,                0.64955,                  1.313,                0.99964,                0.97555,                0.93931,                 0.9768,                0.87047,                0.49969,                0.61704,                0.88896,             0.00022289,             0.00022289,             0.00022289
                     69,                0.64902,                 1.3452,                0.99983,                0.95661,                 0.9543,                0.97799,                0.87037,                0.49441,                 0.6166,                0.88302,             0.00022195,             0.00022195,             0.00022195
