                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    119,                0.96457,                 1.5235,                 1.2028,                0.84228,                0.83159,                0.90023,                0.67289,                0.96589,                0.79907,                 1.0779,             0.00020247,             0.00020247,             0.00020247
                    120,                0.97182,                 1.4714,                 1.1963,                0.85594,                0.80212,                0.89645,                 0.6925,                0.88507,                0.78011,                 1.0423,             0.00020177,             0.00020177,             0.00020177
                    121,                0.96332,                 1.5048,                 1.2201,                0.86123,                0.79756,                0.88801,                 0.6682,                0.95568,                0.83442,                   1.08,             0.00020106,             0.00020106,             0.00020106
                    122,                0.99222,                 1.5214,                 1.2002,                0.86189,                0.83655,                0.90243,                0.66544,                 1.0028,                0.78244,                  1.091,             0.00020035,             0.00020035,             0.00020035
                    123,                0.94629,                 1.4754,                 1.1823,                0.84829,                 0.8206,                0.89487,                0.67541,                0.93765,                0.79614,                 1.0638,             0.00019964,             0.00019964,             0.00019964
                    124,                0.96874,                 1.5111,                  1.207,                0.86276,                0.81612,                0.89638,                0.71147,                0.83692,                0.76029,                 1.0191,             0.00019893,             0.00019893,             0.00019893
                    125,                0.95593,                 1.4972,                 1.2048,                 0.8469,                0.80731,                 0.8903,                0.69972,                0.86474,                0.77462,                 1.0278,             0.00019823,             0.00019823,             0.00019823
                    126,                0.95098,                 1.4741,                 1.2034,                0.81734,                0.81185,                0.88616,                0.71178,                0.78995,                 0.7946,                 1.0029,             0.00019752,             0.00019752,             0.00019752
                    127,                0.96142,                 1.4692,                 1.1918,                0.87138,                 0.8279,                0.90204,                0.71253,                0.82098,                0.75398,                  1.016,             0.00019681,             0.00019681,             0.00019681
                    128,                0.99909,                 1.5608,                 1.2359,                0.85194,                0.82089,                0.89723,                 0.7002,                0.84552,                0.75261,                 1.0339,              0.0001961,              0.0001961,              0.0001961
                    129,                0.93936,                 1.4562,                 1.1787,                0.85285,                0.83773,                0.90543,                0.71296,                0.82684,                0.73366,                 1.0217,              0.0001954,              0.0001954,              0.0001954
                    130,                0.96108,                 1.4866,                 1.1937,                0.85511,                0.82095,                0.89949,                0.69953,                0.86711,                0.76366,                 1.0422,             0.00019469,             0.00019469,             0.00019469
                    131,                0.92306,                 1.4176,                 1.1611,                0.88607,                0.84044,                0.91285,                0.68543,                0.94831,                0.73947,                 1.0781,             0.00019398,             0.00019398,             0.00019398
                    132,                0.94107,                 1.4704,                 1.1889,                  0.852,                0.85325,                0.91206,                0.72017,                0.83622,                0.72422,                  1.018,             0.00019327,             0.00019327,             0.00019327
                    133,                0.91937,                 1.4156,                 1.1643,                0.84252,                0.84477,                0.90883,                0.73452,                0.77995,                0.73762,                0.99547,             0.00019256,             0.00019256,             0.00019256
                    134,                 0.9657,                 1.4769,                  1.186,                0.86586,                0.82721,                0.90528,                0.72866,                0.76546,                0.72778,                0.99346,             0.00019186,             0.00019186,             0.00019186
                    135,                0.92129,                 1.4302,                 1.1709,                0.88774,                0.83703,                0.91157,                0.72759,                0.78035,                0.71008,                0.99703,             0.00019115,             0.00019115,             0.00019115
                    136,                0.95171,                  1.473,                 1.1843,                0.86995,                0.83123,                0.91254,                0.73148,                0.78092,                0.73205,                0.99664,             0.00019044,             0.00019044,             0.00019044
                    137,                0.95088,                 1.4328,                 1.1999,                0.85806,                0.84348,                0.91403,                0.73189,                0.78694,                0.73564,                 1.0048,             0.00018973,             0.00018973,             0.00018973
                    138,                0.94555,                 1.4162,                 1.1942,                0.88715,                0.84711,                0.92466,                0.72699,                0.82496,                0.70175,                 1.0147,             0.00018902,             0.00018902,             0.00018902
                    139,                0.94006,                  1.404,                 1.1811,                0.88888,                  0.837,                0.92034,                0.72713,                0.83408,                 0.7009,                 1.0107,             0.00018832,             0.00018832,             0.00018832
                    140,                0.94658,                 1.4035,                 1.1808,                0.89763,                0.84174,                0.91713,                0.74905,                0.73346,                0.70298,                0.98027,             0.00018761,             0.00018761,             0.00018761
