                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.63061,                0.93471,                0.97497,                0.97283,                0.94502,                0.97749,                0.88342,                0.48339,                0.44494,                0.87465,             0.00021993,             0.00021993,             0.00021993
                     72,                0.63916,                0.95886,                0.99019,                0.96806,                0.94064,                0.97815,                0.87826,                0.48518,                0.45869,                0.87326,             0.00021899,             0.00021899,             0.00021899
                     73,                0.64448,                0.95995,                0.98659,                0.96759,                0.94405,                0.98077,                0.87288,                0.50902,                0.45002,                0.88211,             0.00021805,             0.00021805,             0.00021805
                     74,                0.64455,                0.94857,                 0.9861,                0.97421,                0.94874,                0.98478,                0.88483,                0.48451,                0.44239,                0.87277,              0.0002171,              0.0002171,              0.0002171
                     75,                0.63776,                0.94311,                0.98018,                0.94146,                0.96037,                0.98078,                0.88284,                 0.4862,                 0.4409,                0.87667,             0.00021616,             0.00021616,             0.00021616
                     76,                0.62353,                0.88304,                0.97943,                0.96127,                0.96415,                0.98366,                 0.8851,                0.48315,                0.43825,                 0.8705,             0.00021521,             0.00021521,             0.00021521
                     77,                0.63957,                 0.9452,                0.98426,                0.95237,                0.96961,                0.98695,                0.88954,                0.48307,                0.43925,                0.86978,             0.00021427,             0.00021427,             0.00021427
                     78,                0.62837,                0.90295,                0.97369,                0.96183,                0.95919,                0.98557,                 0.8814,                0.49684,                0.43733,                0.87767,             0.00021333,             0.00021333,             0.00021333
                     79,                0.61719,                0.87357,                0.98293,                0.95998,                0.95927,                0.98696,                0.88466,                0.49286,                0.43802,                0.87453,             0.00021238,             0.00021238,             0.00021238
                     80,                0.64787,                0.90884,                0.97664,                0.97696,                 0.9463,                0.98904,                0.88516,                0.48782,                0.42926,                0.86697,             0.00021144,             0.00021144,             0.00021144
                     81,                0.63719,                0.91569,                0.97095,                0.97511,                0.94846,                0.98815,                0.89518,                0.46934,                0.41845,                0.86103,              0.0002105,              0.0002105,              0.0002105
                     82,                0.63528,                0.91367,                0.97339,                0.97108,                0.96108,                0.98908,                 0.8951,                0.47023,                0.41444,                0.86306,             0.00020955,             0.00020955,             0.00020955
                     83,                0.61584,                0.86772,                0.96903,                0.97518,                0.96153,                0.98958,                0.89554,                0.46464,                0.40421,                0.86312,             0.00020861,             0.00020861,             0.00020861
                     84,                0.62199,                0.88648,                0.97502,                0.97551,                0.95363,                0.98981,                0.89917,                0.45496,                0.40706,                0.85978,             0.00020766,             0.00020766,             0.00020766
                     85,                0.62059,                 0.8779,                0.98165,                0.96214,                0.96503,                0.99092,                0.89696,                0.46473,                0.42271,                0.86491,             0.00020672,             0.00020672,             0.00020672
                     86,                0.60385,                0.86181,                0.96604,                 0.9572,                0.98074,                0.99157,                0.89793,                0.45826,                0.40166,                0.86044,             0.00020578,             0.00020578,             0.00020578
                     87,                0.61598,                0.87769,                0.97035,                0.97716,                0.95062,                0.98964,                0.89412,                0.46359,                0.41387,                0.85883,             0.00020483,             0.00020483,             0.00020483
                     88,                0.59753,                0.85987,                0.96657,                0.98228,                0.96163,                 0.9911,                 0.9023,                0.45148,                0.40525,                0.85971,             0.00020389,             0.00020389,             0.00020389
                     89,                0.60995,                0.84361,                0.96685,                0.97858,                 0.9639,                0.99068,                 0.9019,                0.45668,                0.40312,                0.85822,             0.00020295,             0.00020295,             0.00020295
                     90,                0.62744,                0.84581,                0.97358,                 0.9652,                0.96274,                0.98898,                0.89803,                0.45474,                0.40194,                0.85594,               0.000202,               0.000202,               0.000202
                     91,                0.61803,                0.86122,                0.96827,                0.97671,                0.96537,                0.99007,                0.90241,                 0.4486,                0.39558,                0.85436,             0.00020106,             0.00020106,             0.00020106
                     92,                0.59601,                0.79715,                0.95229,                0.97363,                0.96882,                0.99085,                0.90557,                0.44163,                0.39316,                0.85386,             0.00020011,             0.00020011,             0.00020011
                     93,                0.60879,                 0.8542,                 0.9682,                0.96405,                 0.9707,                0.98885,                0.90307,                0.44837,                0.39645,                0.85358,             0.00019917,             0.00019917,             0.00019917
                     94,                0.59248,                0.80275,                0.95867,                 0.9842,                0.97501,                0.99241,                0.90107,                0.45578,                0.39553,                0.85618,             0.00019823,             0.00019823,             0.00019823
                     95,                0.58172,                0.80271,                0.95957,                0.97847,                0.97447,                0.99222,                0.90581,                0.45191,                0.38734,                0.85598,             0.00019728,             0.00019728,             0.00019728
                     96,                0.59719,                0.83487,                0.96942,                0.97402,                0.96295,                0.99063,                0.90198,                0.45702,                0.39233,                0.85919,             0.00019634,             0.00019634,             0.00019634
                     97,                0.61352,                0.83007,                0.96844,                 0.9808,                0.96719,                0.99086,                0.90674,                0.44738,                0.38732,                0.85455,              0.0001954,              0.0001954,              0.0001954
                     98,                0.59779,                0.81557,                0.95589,                0.98029,                0.96912,                 0.9913,                0.90453,                0.44539,                0.38281,                0.85332,             0.00019445,             0.00019445,             0.00019445
                     99,                 0.5715,                 0.7821,                0.96589,                0.97712,                 0.9763,                0.99183,                0.90083,                0.45306,                0.38076,                0.85343,             0.00019351,             0.00019351,             0.00019351
                    100,                0.59519,                0.81861,                0.95572,                0.98513,                0.97504,                0.99191,                0.90583,                0.44291,                 0.3813,                0.85138,             0.00019256,             0.00019256,             0.00019256
                    101,                0.59919,                0.80913,                0.96568,                0.97817,                0.97909,                0.99177,                0.90783,                0.43547,                0.37895,                0.84797,             0.00019162,             0.00019162,             0.00019162
                    102,                0.58935,                0.79596,                0.96021,                0.97797,                0.97881,                0.99193,                0.90853,                0.44277,                0.37184,                0.85235,             0.00019068,             0.00019068,             0.00019068
                    103,                0.61978,                0.82425,                0.95768,                0.97532,                0.97986,                0.99212,                0.90961,                0.43705,                0.37503,                0.84613,             0.00018973,             0.00018973,             0.00018973
                    104,                0.58763,                0.80486,                0.97231,                0.98335,                0.97636,                0.99241,                0.91268,                0.43439,                0.37418,                0.84882,             0.00018879,             0.00018879,             0.00018879
                    105,                0.59167,                0.77367,                0.95907,                0.98471,                0.98098,                0.99256,                0.91048,                0.43595,                0.36854,                0.84613,             0.00018784,             0.00018784,             0.00018784
                    106,                 0.5941,                0.78582,                0.96092,                0.98217,                0.97372,                0.99153,                0.91243,                0.42844,                0.37046,                0.84518,              0.0001869,              0.0001869,              0.0001869
                    107,                0.57557,                0.74336,                0.95511,                0.98379,                0.97434,                 0.9925,                0.91744,                0.41695,                0.36136,                0.84222,             0.00018596,             0.00018596,             0.00018596
                    108,                0.57044,                0.77384,                0.94329,                0.98501,                0.97483,                0.99277,                0.91725,                0.41784,                0.36303,                 0.8433,             0.00018501,             0.00018501,             0.00018501
                    109,                0.57444,                 0.7833,                0.95763,                0.98213,                0.97318,                0.99158,                 0.9108,                0.43926,                0.36966,                0.85038,             0.00018407,             0.00018407,             0.00018407
                    110,                0.58259,                0.77777,                0.95114,                  0.977,                 0.9818,                0.99222,                0.91337,                0.42212,                0.35789,                0.84223,             0.00018313,             0.00018313,             0.00018313
                    111,                0.59239,                0.77176,                0.96128,                0.98865,                0.97714,                0.99263,                0.91509,                0.41697,                0.35826,                0.84031,             0.00018218,             0.00018218,             0.00018218
                    112,                0.56457,                0.75629,                0.95176,                0.97955,                0.97702,                0.99164,                0.91094,                0.42126,                0.35821,                0.84447,             0.00018124,             0.00018124,             0.00018124
                    113,                0.55884,                0.73513,                0.94372,                0.98256,                0.97804,                0.99187,                 0.9139,                0.41981,                0.35941,                0.84223,             0.00018029,             0.00018029,             0.00018029
                    114,                0.57126,                0.74981,                0.95101,                0.98291,                0.97933,                0.99276,                0.91901,                 0.4133,                0.35484,                0.83996,             0.00017935,             0.00017935,             0.00017935
                    115,                 0.5643,                0.76249,                0.95644,                0.98562,                0.98191,                0.99255,                0.91448,                0.42313,                 0.3577,                 0.8455,             0.00017841,             0.00017841,             0.00017841
                    116,                0.57945,                0.75914,                0.95823,                0.98531,                0.97924,                0.99243,                0.91893,                0.41549,                0.35938,                 0.8419,             0.00017746,             0.00017746,             0.00017746
                    117,                0.58094,                0.77673,                  0.953,                0.98669,                0.98001,                0.99194,                0.92124,                0.40764,                0.34438,                0.83987,             0.00017652,             0.00017652,             0.00017652
                    118,                0.56652,                 0.7204,                0.94674,                0.98257,                0.97445,                0.99144,                0.92091,                0.41192,                0.34693,                0.84102,             0.00017558,             0.00017558,             0.00017558
                    119,                0.56693,                0.72742,                0.95225,                0.98547,                0.97664,                0.99258,                0.91357,                0.42849,                0.35118,                0.84372,             0.00017463,             0.00017463,             0.00017463
                    120,                0.57081,                0.73491,                0.94936,                0.98169,                 0.9843,                0.99267,                0.92243,                0.40873,                0.34587,                0.83669,             0.00017369,             0.00017369,             0.00017369
                    121,                 0.5626,                0.75807,                0.95533,                0.98676,                0.98048,                 0.9928,                0.92243,                0.40781,                 0.3432,                 0.8368,             0.00017274,             0.00017274,             0.00017274
                    122,                0.57527,                0.70494,                 0.9435,                0.98484,                0.98556,                0.99321,                0.92485,                0.39749,                0.33311,                 0.8337,              0.0001718,              0.0001718,              0.0001718
                    123,                0.55966,                0.70326,                0.93471,                0.98675,                0.98703,                0.99328,                0.92078,                0.40553,                 0.3361,                0.83462,             0.00017086,             0.00017086,             0.00017086
                    124,                0.54971,                0.68763,                0.94021,                0.98183,                0.98801,                0.99325,                 0.9219,                 0.3982,                0.33927,                  0.835,             0.00016991,             0.00016991,             0.00016991
                    125,                0.55516,                0.71789,                 0.9507,                0.98293,                0.97766,                0.99313,                0.92701,                0.39648,                0.33712,                0.83436,             0.00016897,             0.00016897,             0.00016897
                    126,                0.55441,                0.72702,                0.95678,                0.99059,                0.98053,                0.99309,                0.92736,                0.39315,                0.33173,                0.83118,             0.00016802,             0.00016802,             0.00016802
                    127,                0.54469,                0.71841,                0.93761,                0.98855,                0.98384,                0.99302,                0.91906,                0.40946,                0.33787,                0.83773,             0.00016708,             0.00016708,             0.00016708
                    128,                0.56531,                0.72081,                0.94717,                0.98684,                 0.9839,                0.99329,                0.92447,                0.39949,                0.32658,                0.83188,             0.00016614,             0.00016614,             0.00016614
                    129,                0.52332,                0.66931,                0.92481,                0.98531,                0.98474,                0.99291,                0.92873,                0.38722,                 0.3267,                0.82938,             0.00016519,             0.00016519,             0.00016519
                    130,                0.55134,                0.71648,                0.94155,                 0.9858,                0.97887,                0.99315,                0.92441,                0.39452,                 0.3315,                0.83447,             0.00016425,             0.00016425,             0.00016425
                    131,                0.55678,                0.70766,                0.94312,                0.99097,                0.98651,                0.99337,                0.92516,                0.39213,                0.32491,                0.83144,             0.00016331,             0.00016331,             0.00016331
                    132,                0.55244,                0.72476,                0.94872,                0.99013,                0.98469,                0.99287,                0.92491,                0.38778,                0.32874,                0.83222,             0.00016236,             0.00016236,             0.00016236
                    133,                0.53966,                0.69689,                0.94114,                0.98808,                0.98589,                0.99324,                0.92926,                0.38073,                0.31892,                0.82773,             0.00016142,             0.00016142,             0.00016142
                    134,                0.55364,                0.69418,                0.93515,                0.98545,                0.98528,                0.99321,                0.92782,                0.38536,                0.32611,                0.82929,             0.00016047,             0.00016047,             0.00016047
                    135,                0.53744,                0.69975,                0.93738,                0.97363,                0.98675,                0.99303,                0.93135,                0.37849,                0.31909,                 0.8274,             0.00015953,             0.00015953,             0.00015953
                    136,                0.53437,                0.69082,                0.93659,                0.99033,                0.98059,                0.99332,                0.92683,                0.38179,                0.32006,                0.82871,             0.00015859,             0.00015859,             0.00015859
                    137,                 0.5466,                 0.6951,                0.94571,                0.99064,                0.98154,                0.99326,                0.93094,                0.37424,                0.31658,                0.82657,             0.00015764,             0.00015764,             0.00015764
                    138,                0.53891,                0.68903,                0.94393,                0.98992,                0.98129,                0.99282,                 0.9292,                0.37769,                0.32784,                0.82652,              0.0001567,              0.0001567,              0.0001567
                    139,                0.53553,                0.68275,                 0.9352,                0.99231,                0.97952,                0.99308,                0.92572,                0.38755,                 0.3253,                0.83009,             0.00015576,             0.00015576,             0.00015576
                    140,                0.54235,                0.68198,                0.94201,                0.98702,                0.98038,                0.99262,                0.93208,                0.37472,                0.31951,                0.82664,             0.00015481,             0.00015481,             0.00015481
                    141,                0.53579,                0.67276,                0.94006,                0.98867,                0.98156,                0.99274,                0.93437,                 0.3675,                0.31616,                0.82212,             0.00015387,             0.00015387,             0.00015387
                    142,                0.54028,                0.67853,                0.94362,                0.98685,                0.98288,                0.99291,                0.93325,                0.36699,                0.31959,                0.82255,             0.00015292,             0.00015292,             0.00015292
                    143,                0.52841,                0.63862,                0.91976,                0.98569,                0.98466,                0.99323,                0.93851,                0.36672,                0.31234,                0.82071,             0.00015198,             0.00015198,             0.00015198
                    144,                0.52579,                0.65044,                0.93145,                0.98743,                0.98437,                0.99313,                0.93228,                0.37123,                0.31674,                 0.8256,             0.00015104,             0.00015104,             0.00015104
                    145,                0.53082,                0.66917,                 0.9389,                0.99057,                0.98839,                 0.9933,                0.93599,                0.36562,                 0.3084,                0.82167,             0.00015009,             0.00015009,             0.00015009
                    146,                0.52562,                0.65998,                  0.931,                0.98984,                0.98532,                 0.9932,                0.93412,                0.36818,                 0.3084,                0.82337,             0.00014915,             0.00014915,             0.00014915
                    147,                0.52416,                0.65484,                0.93791,                0.98847,                0.98815,                0.99324,                0.93602,                0.36193,                0.30346,                0.82159,             0.00014821,             0.00014821,             0.00014821
                    148,                0.52517,                0.66853,                0.93764,                0.98923,                 0.9882,                0.99291,                0.93362,                0.36401,                0.30737,                0.82264,             0.00014726,             0.00014726,             0.00014726
                    149,                 0.5133,                0.64723,                 0.9293,                0.98723,                0.98307,                0.99288,                0.93323,                0.36851,                0.30856,                0.82292,             0.00014632,             0.00014632,             0.00014632
                    150,                0.52197,                0.63451,                0.91913,                 0.9887,                0.98523,                0.99271,                0.93198,                0.37215,                   0.31,                0.82285,             0.00014537,             0.00014537,             0.00014537
                    151,                0.52928,                0.66835,                0.94245,                0.98508,                0.98408,                0.99259,                 0.9324,                0.36688,                0.30823,                0.82195,             0.00014443,             0.00014443,             0.00014443
                    152,                0.51388,                0.65065,                 0.9293,                 0.9881,                0.98267,                0.99288,                0.93335,                0.36642,                 0.3118,                0.82144,             0.00014349,             0.00014349,             0.00014349
                    153,                0.51859,                0.63613,                 0.9275,                 0.9917,                0.98533,                0.99329,                0.93707,                0.36359,                0.30215,                0.82078,             0.00014254,             0.00014254,             0.00014254
                    154,                0.53104,                0.65862,                 0.9361,                0.98852,                0.98667,                0.99294,                0.93524,                0.36307,                0.31245,                0.82206,              0.0001416,              0.0001416,              0.0001416
                    155,                0.51799,                0.64165,                0.92649,                0.99259,                0.98643,                0.99313,                0.93925,                0.36004,                0.31027,                0.82167,             0.00014065,             0.00014065,             0.00014065
                    156,                0.51591,                0.63917,                 0.9296,                0.99134,                0.98786,                0.99324,                0.93784,                0.36017,                0.30168,                0.82062,             0.00013971,             0.00013971,             0.00013971
                    157,                0.49568,                0.60371,                0.91568,                0.98842,                0.98763,                0.99322,                0.94025,                0.35464,                0.29863,                0.81913,             0.00013877,             0.00013877,             0.00013877
                    158,                0.51513,                0.63233,                0.92467,                0.98984,                0.98864,                0.99301,                  0.936,                0.35631,                0.30399,                0.81978,             0.00013782,             0.00013782,             0.00013782
